transcript_id,101112C14,101112H14,123C14,123H14,131415C14,131415H14,45C14,45H14,6C14,789H14,7C14,89C14
Montipora_capitata_HIv3___RNAseq.g49830.t1,143,146,309,364,147,169,177,18,100,242,42,133
Montipora_capitata_HIv3___RNAseq.g49831.t1,38250,30588,34924,52241,29230,33729,15017,20503,28508,35017,37054,46184
Montipora_capitata_HIv3___RNAseq.g49832.t1,11863,8879,13220,17868,10742,13718,6940,5906,9197,12917,8749,13380
Montipora_capitata_HIv3___RNAseq.g49835.t1,14,0,31,14,0,9,0,15,0,12,0,4
Montipora_capitata_HIv3___RNAseq.g49836.t1,363,276,193,217,356,301,68,82,179,130,380,296
Montipora_capitata_HIv3___RNAseq.g49833.t1,11459,7152,17719,15564,6977,10923,8627,4354,5643,15172,3295,11488
Montipora_capitata_HIv3___RNAseq.g49840.t1,10,2,6,4,16,0,7,0,0,8,0,12
Montipora_capitata_HIv3___RNAseq.g49841.t1,8,1,6,0,22,0,5,0,0,10,0,10
Montipora_capitata_HIv3___RNAseq.g49837.t1,1634,1781,924,1780,1958,1632,588,599,1180,1541,1653,2347
Montipora_capitata_HIv3___TS.g4217.t1,16,22,0,25,8,0,0,8,0,0,20,0
Montipora_capitata_HIv3___RNAseq.g49843.t1,683,480,288,445,389,464,164,136,302,664,587,765
Montipora_capitata_HIv3___RNAseq.g49844.t1,101,95,47,118,95,83,36,63,101,143,116,104
Montipora_capitata_HIv3___TS.g4215.t1,496,324,184,308,301,270,64,135,316,249,380,751
Montipora_capitata_HIv3___RNAseq.g49845.t1,463,493,149,263,375,430,125,211,506,375,451,678
Montipora_capitata_HIv3___RNAseq.g49849.t1,63,40,31,50,23,25,12,40,10,43,22,25
Montipora_capitata_HIv3___RNAseq.g49850.t1,275,226,79,112,262,174,46,113,170,142,266,319
Montipora_capitata_HIv3___TS.g4221.t2,513,265,239,450,558,522,139,264,346,331,475,582
Montipora_capitata_HIv3___RNAseq.g49855.t1,1,1,6,0,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g49852.t1,2594,2455,1465,2878,2695,2441,760,664,2454,2146,2225,3713
Montipora_capitata_HIv3___TS.g4224.t1,0,0,4,0,0,7,0,0,1,3,0,15
Montipora_capitata_HIv3___RNAseq.g49853.t1,857,543,319,645,690,577,157,157,600,534,773,1034
Montipora_capitata_HIv3___RNAseq.g49854.t1,31,29,16,3,28,29,4,6,33,23,3,20
Montipora_capitata_HIv3___RNAseq.g49857.t1,11,6,12,0,11,0,0,0,6,17,11,0
Montipora_capitata_HIv3___TS.g4228.t2,631,450,362,421,697,706,184,170,366,550,550,979
Montipora_capitata_HIv3___RNAseq.g49861.t1,10,0,5,3,0,1,0,0,0,4,0,0
Montipora_capitata_HIv3___TS.g4230.t2,401,238,220,305,346,330,87,78,273,301,173,514
Montipora_capitata_HIv3___RNAseq.g49859.t1,2,11,7,2,25,0,0,0,2,6,28,8
Montipora_capitata_HIv3___RNAseq.g49860.t1,548,411,307,404,524,524,121,204,465,495,325,754
Montipora_capitata_HIv3___RNAseq.g49864.t1,7,26,18,20,0,0,0,0,49,7,7,20
Montipora_capitata_HIv3___RNAseq.g49865.t1,31,31,17,30,45,37,14,27,33,36,13,25
Montipora_capitata_HIv3___TS.g4234.t2,1750,1639,1231,2355,1562,1590,540,584,1509,1493,1958,2476
Montipora_capitata_HIv3___RNAseq.g49867.t1,221,135,103,114,68,118,87,45,56,99,94,122
Montipora_capitata_HIv3___RNAseq.g49868.t1,324,258,389,419,206,307,334,132,164,404,250,413
Montipora_capitata_HIv3___RNAseq.g49869.t1,965,970,910,1007,694,1171,458,290,758,1600,333,1675
Montipora_capitata_HIv3___RNAseq.g49870.t1,532,461,610,652,403,632,161,229,268,824,137,859
Montipora_capitata_HIv3___RNAseq.g49866.t1,6937,5824,6292,8594,5563,6429,2410,2141,3376,8337,3573,9514
Montipora_capitata_HIv3___TS.g4242.t1a,834,697,376,531,648,442,277,1915,439,765,591,1121
Montipora_capitata_HIv3___TS.g4242.t1b,1244,1272,1294,1209,1177,1255,393,2232,897,2056,1311,1818
Montipora_capitata_HIv3___RNAseq.g49877.t1,0,0,10,10,3,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49876.t1,8,4,0,0,7,4,0,0,0,0,0,5
Montipora_capitata_HIv3___RNAseq.g49873.t1,518,531,1078,747,464,618,552,457,425,955,320,741
Montipora_capitata_HIv3___RNAseq.g49874.t1,4356,3737,3054,4522,4213,4388,1581,2108,3191,3209,4156,5655
Montipora_capitata_HIv3___RNAseq.g49875.t1,390,370,595,734,698,497,331,177,379,575,227,603
Montipora_capitata_HIv3___RNAseq.g49882.t1,416,247,49,147,340,300,108,391,226,202,161,426
Montipora_capitata_HIv3___RNAseq.g49883.t1,663,586,418,874,571,735,317,168,348,498,974,847
Montipora_capitata_HIv3___RNAseq.g49878.t1,458,403,301,354,298,379,55,197,229,359,311,434
Montipora_capitata_HIv3___RNAseq.g49879.t1,3861,2930,2574,3876,3172,3467,939,1252,1358,3764,3216,5829
Montipora_capitata_HIv3___RNAseq.g49880.t1,19,5,0,11,10,18,21,9,4,15,8,40
Montipora_capitata_HIv3___RNAseq.g49881.t1,583,309,141,134,244,252,195,176,258,477,331,631
Montipora_capitata_HIv3___RNAseq.g49888.t1,0,16,16,11,8,17,0,0,12,24,12,50
Montipora_capitata_HIv3___RNAseq.g49889.t1,17,22,15,11,23,32,19,26,20,30,9,64
Montipora_capitata_HIv3___RNAseq.g49890.t1,24,18,53,28,7,8,28,0,14,14,23,7
Montipora_capitata_HIv3___RNAseq.g49891.t1,17,16,63,9,23,21,2,0,2,76,8,39
Montipora_capitata_HIv3___RNAseq.g49892.t1,266,222,815,761,208,188,127,124,133,256,297,151
Montipora_capitata_HIv3___RNAseq.g49886.t1,512,407,275,502,566,380,129,248,273,376,549,619
Montipora_capitata_HIv3___RNAseq.g49887.t1,1762,1588,1427,2217,1867,1747,441,483,1427,1730,2004,2307
Montipora_capitata_HIv3___RNAseq.g49893.t1,1401,1087,845,1298,1110,1323,353,657,844,1287,1210,1651
Montipora_capitata_HIv3___RNAseq.g49894.t1b,0,0,4,0,0,0,0,0,13,0,0,0
Montipora_capitata_HIv3___RNAseq.g49895.t2,39,6,31,44,34,51,0,0,41,33,21,64
Montipora_capitata_HIv3___RNAseq.g49896.t1,11,12,7,13,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49897.t1,0,4,17,0,0,0,16,0,0,8,21,5
Montipora_capitata_HIv3___RNAseq.g49898.t1,56,48,21,52,96,71,0,0,21,66,46,96
Montipora_capitata_HIv3___RNAseq.g49894.t1a,3821,3244,2533,3877,3505,4232,1462,1967,2755,3575,3983,5518
Montipora_capitata_HIv3___TS.g4270.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49903.t1,9,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49905.t1,6924,6535,6786,11481,6764,7598,3393,5380,6599,7018,6113,9130
Montipora_capitata_HIv3___RNAseq.g49909.t1,182,188,37,79,199,215,37,15,15,342,49,482
Montipora_capitata_HIv3___RNAseq.g49912.t1,101,54,77,59,22,22,99,31,11,130,8,80
Montipora_capitata_HIv3___RNAseq.38592_t,291,281,147,120,158,169,132,62,248,230,122,370
Montipora_capitata_HIv3___TS.g4276.t1,2650,1852,1547,2708,1912,2162,673,437,1646,3138,1812,3223
Montipora_capitata_HIv3___RNAseq.g49908.t2,3340,3202,1562,3672,3319,2707,1007,2580,1947,2776,3966,4950
Montipora_capitata_HIv3___RNAseq.g49916.t1,4,2,1,1,2,1,0,0,1,7,1,4
Montipora_capitata_HIv3___RNAseq.g49921.t1,0,8,6,8,11,15,0,0,19,11,7,16
Montipora_capitata_HIv3___TS.g4286.t1,2,4,6,7,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g49922.t1,2,0,9,0,6,0,0,0,0,9,0,8
Montipora_capitata_HIv3___RNAseq.g49924.t1,5,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49925.t2,0,0,0,0,0,16,0,3,0,0,6,9
Montipora_capitata_HIv3___RNAseq.g49910.t1,1358,1262,535,1154,1174,1098,271,429,923,922,1346,1683
Montipora_capitata_HIv3___RNAseq.g49911.t1,1506,1040,1541,2313,1225,1255,358,237,611,950,1901,1267
Montipora_capitata_HIv3___RNAseq.g49926.t1,11,21,6,11,29,29,0,0,4,31,21,22
Montipora_capitata_HIv3___RNAseq.g49927.t1,6,8,14,13,10,42,3,0,19,35,0,16
Montipora_capitata_HIv3___RNAseq.38617_t,0,0,8,0,0,0,0,0,0,0,0,16
Montipora_capitata_HIv3___RNAseq.g49931.t1,0,0,1,9,0,0,0,0,0,0,6,0
Montipora_capitata_HIv3___RNAseq.g49928.t1,9,6,0,2,3,2,1,2,0,0,1,6
Montipora_capitata_HIv3___RNAseq.g49930.t1,1,0,0,0,4,1,3,0,2,1,5,1
Montipora_capitata_HIv3___RNAseq.g49932.t1,11,17,10,22,9,5,3,3,10,2,53,0
Montipora_capitata_HIv3___RNAseq.g49934.t1,7,11,5,0,19,20,0,0,0,0,0,12
Montipora_capitata_HIv3___RNAseq.g49935.t1,6,0,5,0,2,6,19,0,10,10,0,7
Montipora_capitata_HIv3___RNAseq.g49937.t1,1,10,0,0,2,0,0,0,0,0,1,14
Montipora_capitata_HIv3___RNAseq.g49936.t1,9,5,10,15,2,6,0,1,2,12,1,4
Montipora_capitata_HIv3___RNAseq.g49938.t1,4,0,0,0,1,0,0,0,0,2,0,8
Montipora_capitata_HIv3___RNAseq.g49939.t1,1,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49940.t1,0,1,4,0,0,19,0,0,0,6,0,2
Montipora_capitata_HIv3___TS.g4306.t1,198,133,160,205,126,149,93,43,153,178,169,253
Montipora_capitata_HIv3___RNAseq.g49943.t1,8,11,16,0,0,0,0,0,11,0,0,4
Montipora_capitata_HIv3___RNAseq.g49944.t1,7,0,17,0,4,0,0,26,25,8,0,31
Montipora_capitata_HIv3___RNAseq.g49946.t1,1,2,0,0,10,1,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g49945.t1,21,23,13,38,19,20,0,23,15,25,11,46
Montipora_capitata_HIv3___RNAseq.g49949.t1,0,0,0,15,7,11,0,0,9,10,21,24
Montipora_capitata_HIv3___RNAseq.g49950.t1,18,5,13,6,4,0,0,4,6,32,20,27
Montipora_capitata_HIv3___RNAseq.g49951.t1,15,46,38,46,0,0,33,0,42,25,31,51
Montipora_capitata_HIv3___RNAseq.g49953.t1,0,8,0,0,0,0,0,0,14,0,0,9
Montipora_capitata_HIv3___TS.g4316.t1,3894,3261,2311,5353,3798,3694,1093,1204,2595,3301,3718,5191
Montipora_capitata_HIv3___TS.g4318.t1,1,1,1,1,1,1,1,1,1,1,1,0
Montipora_capitata_HIv3___RNAseq.g49954.t1,12792,14133,6920,9617,11057,9087,4502,15032,6971,10817,12521,17734
Montipora_capitata_HIv3___RNAseq.g49957.t1,0,6,0,3,0,0,0,0,0,0,10,0
Montipora_capitata_HIv3___RNAseq.g49956.t1,237,289,957,840,75,182,337,2,249,12,167,36
Montipora_capitata_HIv3___RNAseq.g49958.t1,6,5,0,5,6,0,0,0,0,12,0,6
Montipora_capitata_HIv3___RNAseq.g49959.t1,15,36,42,11,10,34,0,0,14,20,25,26
Montipora_capitata_HIv3___RNAseq.g49960.t1,1145,1119,671,716,1268,1256,473,772,803,1209,1243,1735
Montipora_capitata_HIv3___RNAseq.g49955.t1,13242,11910,14745,21360,10438,11827,5701,1772,7938,13747,8636,17503
Montipora_capitata_HIv3___RNAseq.g49964.t1,316,187,994,1231,40,91,101,73,85,248,59,375
Montipora_capitata_HIv3___RNAseq.g49963.t1,1627,1632,865,1744,2462,1815,448,336,1114,2044,1958,3036
Montipora_capitata_HIv3___RNAseq.g49965.t1,552,457,181,266,907,540,106,232,253,276,770,667
Montipora_capitata_HIv3___RNAseq.g49966.t1,47,97,39,50,90,97,19,64,23,50,61,123
Montipora_capitata_HIv3___RNAseq.g49962.t1,7655,6001,4819,7302,7174,7030,2767,3556,4641,5606,7056,8997
Montipora_capitata_HIv3___RNAseq.g49968.t1,280,295,186,266,280,314,126,139,235,287,154,428
Montipora_capitata_HIv3___RNAseq.g49967.t1,701,490,463,767,831,838,253,311,331,731,524,744
Montipora_capitata_HIv3___RNAseq.g49971.t1,3,8,0,12,2,13,0,0,15,4,20,8
Montipora_capitata_HIv3___RNAseq.g49972.t1,2,8,0,2,8,6,0,0,9,0,3,7
Montipora_capitata_HIv3___TS.g4338.t1,0,10,37,41,8,14,13,5,0,9,9,4
Montipora_capitata_HIv3___RNAseq.g49974.t1,9988,7222,10268,14091,8916,10122,4664,3774,6292,11685,7400,12994
Montipora_capitata_HIv3___TS.g4341.t1,6531,6404,3937,6186,8116,7520,1979,1775,4444,6776,7034,12406
Montipora_capitata_HIv3___RNAseq.g49977.t1,1110,934,769,871,797,808,329,401,705,947,868,1407
Montipora_capitata_HIv3___RNAseq.g49978.t1,780,585,619,760,426,557,141,121,470,571,625,970
Montipora_capitata_HIv3___RNAseq.g49979.t1,5,6,0,0,3,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g49980.t1,6,10,4,3,11,6,9,6,0,8,10,18
Montipora_capitata_HIv3___RNAseq.g49981.t1,6,10,3,1,2,5,0,0,0,7,2,8
Montipora_capitata_HIv3___TS.g4346.t1,1459,1107,1035,1316,986,1190,325,326,859,1052,1253,1600
Montipora_capitata_HIv3___TS.g4347.t1,2749,2350,1392,970,2357,2475,640,343,1083,2202,1553,2889
Montipora_capitata_HIv3___TS.g4348.t1,162,175,64,71,149,125,42,66,106,80,210,119
Montipora_capitata_HIv3___RNAseq.g49985.t1,6,14,6,0,4,2,0,0,6,22,0,2
Montipora_capitata_HIv3___RNAseq.g49986.t1,56,61,74,89,50,101,0,17,34,53,8,109
Montipora_capitata_HIv3___RNAseq.g49988.t1,987,826,388,587,954,1092,171,423,593,987,690,1562
Montipora_capitata_HIv3___RNAseq.g49987.t1,4142,3331,3200,4807,4338,4227,1584,1983,3379,4848,2626,6360
Montipora_capitata_HIv3___RNAseq.g49992.t1,35,37,32,46,70,96,15,26,29,86,32,80
Montipora_capitata_HIv3___RNAseq.g49991.t1,347,351,341,500,356,420,153,124,365,475,234,524
Montipora_capitata_HIv3___RNAseq.g49989.t1,38,30,21,29,27,39,18,73,21,46,15,36
Montipora_capitata_HIv3___RNAseq.g49990.t1,1883,1730,856,1303,2089,2348,530,1399,1245,1916,1860,3465
Montipora_capitata_HIv3___RNAseq.g49998.t1c,60,99,57,71,83,31,98,25,63,189,87,116
Montipora_capitata_HIv3___RNAseq.g50001.t1c,3,0,16,22,0,6,0,0,0,22,0,24
Montipora_capitata_HIv3___RNAseq.g50002.t1,8,0,4,0,16,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49999.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50000.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49998.t1b,1,1,0,1,1,0,0,0,0,0,0,1
Montipora_capitata_HIv3___RNAseq.g49998.t1a,96,130,16,90,190,47,31,67,99,84,87,143
Montipora_capitata_HIv3___RNAseq.g50003.t1,1357,763,1502,1242,413,820,660,480,491,1225,399,1118
Montipora_capitata_HIv3___RNAseq.g50004.t1,4513,3035,3342,4658,3136,3235,1525,1416,2495,4003,3334,4622
Montipora_capitata_HIv3___TS.g4359.t1,0,0,14,0,0,0,0,0,0,2,1,2
Montipora_capitata_HIv3___RNAseq.g49994.t1,338,218,661,575,251,420,145,157,228,396,175,385
Montipora_capitata_HIv3___RNAseq.g49995.t1,5176,4522,3069,6130,4741,4968,1939,6255,3397,4279,5745,6452
Montipora_capitata_HIv3___RNAseq.g49996.t1,2491,2642,1596,3108,3995,3658,632,1141,1626,3081,1894,5767
Montipora_capitata_HIv3___RNAseq.g50005.t1,1373,962,578,608,1434,1274,323,368,975,834,1292,1531
Montipora_capitata_HIv3___RNAseq.g50006.t1,424,307,114,161,407,292,108,1191,292,207,422,417
Montipora_capitata_HIv3___RNAseq.g50007.t1,4097,3769,3010,2645,3335,3200,1528,315,2900,4019,3607,6132
Montipora_capitata_HIv3___RNAseq.g50008.t1,37,48,11,14,72,44,12,0,26,32,30,84
Montipora_capitata_HIv3___TS.g4376.t1,0,7,11,3,0,4,4,0,11,6,0,0
Montipora_capitata_HIv3___RNAseq.g50015.t1,30,22,48,34,41,36,42,6,33,71,22,39
Montipora_capitata_HIv3___RNAseq.g50013.t1,0,0,0,0,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___TS.g4378.t1,5,0,0,0,0,6,0,0,0,8,0,11
Montipora_capitata_HIv3___TS.g4385.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50021.t1,20,0,0,0,0,0,0,0,0,26,4,0
Montipora_capitata_HIv3___RNAseq.g50016.t1,1855,1592,1762,1833,955,842,591,606,2122,484,2771,674
Montipora_capitata_HIv3___RNAseq.g50009.t1,2628,2553,1998,4276,3057,2804,910,2463,1874,2145,2831,3865
Montipora_capitata_HIv3___RNAseq.g50010.t1,112,149,98,218,191,104,59,294,92,87,135,107
Montipora_capitata_HIv3___RNAseq.g50025.t1,28,5,26,19,18,0,0,0,0,16,0,16
Montipora_capitata_HIv3___RNAseq.g50026.t1,68,43,48,29,45,59,42,0,21,15,65,52
Montipora_capitata_HIv3___RNAseq.g50027.t1,167,211,95,208,108,195,28,0,99,167,118,187
Montipora_capitata_HIv3___TS.g4394.t1,0,2,10,6,4,5,0,0,0,1,0,2
Montipora_capitata_HIv3___RNAseq.g50028.t1,34,60,33,48,36,37,0,26,0,26,93,38
Montipora_capitata_HIv3___TS.g4395.t1,18,5,0,7,0,1,0,0,0,24,0,0
Montipora_capitata_HIv3___RNAseq.g50038.t1,0,0,0,0,0,0,0,0,3,0,18,11
Montipora_capitata_HIv3___RNAseq.g50040.t1,19,3,0,1,6,0,10,0,1,4,5,2
Montipora_capitata_HIv3___RNAseq.g50022.t1,30,34,36,34,42,30,0,32,45,74,18,92
Montipora_capitata_HIv3___RNAseq.g50023.t1,341,463,168,364,601,570,112,731,217,370,629,718
Montipora_capitata_HIv3___RNAseq.g50024.t2,2936,1750,3967,3761,1366,2176,1628,1070,956,3018,1206,2599
Montipora_capitata_HIv3___RNAseq.g50043.t1,67,19,0,0,12,7,0,0,27,0,47,10
Montipora_capitata_HIv3___RNAseq.g50044.t1,52,25,14,13,27,39,5,18,23,78,24,78
Montipora_capitata_HIv3___TS.g4397.t1,0,0,4,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50030.t1,0,0,0,2,0,0,0,0,0,3,0,3
Montipora_capitata_HIv3___RNAseq.g50031.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50032.t1,0,0,1,0,0,0,0,0,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g50033.t1,0,3,0,4,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50034.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50035.t1,0,0,0,0,0,3,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50036.t1,0,27,4,7,32,19,0,0,0,74,13,61
Montipora_capitata_HIv3___RNAseq.g50037.t1,8,6,10,0,21,12,0,0,0,49,23,37
Montipora_capitata_HIv3___RNAseq.g50045.t1,4,6,5,6,9,6,5,0,0,23,3,13
Montipora_capitata_HIv3___RNAseq.g50047.t1,9,6,5,9,0,5,0,0,5,0,0,17
Montipora_capitata_HIv3___RNAseq.g50052.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50057.t1,0,0,0,3,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50058.t1,10,4,5,4,0,0,0,0,0,4,2,8
Montipora_capitata_HIv3___TS.g4427.t1,30,15,14,18,43,48,8,0,33,18,19,25
Montipora_capitata_HIv3___RNAseq.g50065.t1,70,139,76,159,45,35,36,5,34,97,47,138
Montipora_capitata_HIv3___RNAseq.g50062.t1,0,0,2,6,16,0,0,0,9,9,0,8
Montipora_capitata_HIv3___RNAseq.g50060.t1,37,21,9,25,24,16,4,0,15,36,30,25
Montipora_capitata_HIv3___RNAseq.g50061.t1,203,78,84,104,193,199,26,17,88,86,161,133
Montipora_capitata_HIv3___RNAseq.g50063.t1,16,21,11,22,20,15,3,9,14,27,6,62
Montipora_capitata_HIv3___RNAseq.g50068.t1,2,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g4439.t1,5,0,13,0,0,0,0,0,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g50072.t1,61,36,143,93,0,4,30,0,0,168,4,64
Montipora_capitata_HIv3___RNAseq.g50074.t1,6,0,1,3,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50075.t1,4,6,2,0,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g50077.t1,0,2,21,5,0,0,0,0,0,13,0,0
Montipora_capitata_HIv3___TS.g4444.t1,0,2,4,0,0,0,10,0,0,0,0,4
Montipora_capitata_HIv3___RNAseq.g50078.t1,1,7,1,1,0,0,0,0,0,3,0,1
Montipora_capitata_HIv3___RNAseq.g50079.t2,46,33,8,12,76,74,4,0,10,88,0,198
Montipora_capitata_HIv3___RNAseq.g50080.t1,2,5,27,17,6,0,29,0,0,49,0,14
Montipora_capitata_HIv3___TS.g4448.t1,1,3,2,0,0,0,0,0,0,10,0,3
Montipora_capitata_HIv3___RNAseq.g50081.t1,173,106,47,43,150,145,45,100,63,90,103,239
Montipora_capitata_HIv3___RNAseq.g50086.t1,44,48,53,68,24,52,14,0,0,117,0,71
Montipora_capitata_HIv3___RNAseq.g50085.t1,2412,1966,1036,1755,1968,1981,657,452,1382,2235,1661,3429
Montipora_capitata_HIv3___RNAseq.g50084.t1,6742,5633,5237,7269,4708,5391,2692,2642,3249,8088,4447,9640
Montipora_capitata_HIv3___TS.g4459.t1,33,8,24,18,13,12,8,0,12,8,0,33
Montipora_capitata_HIv3___RNAseq.g50089.t1,677,653,419,420,526,530,257,124,385,580,426,1012
Montipora_capitata_HIv3___RNAseq.g50088.t1,1366,1188,1307,2162,1398,1773,497,810,1066,1208,1330,1728
Montipora_capitata_HIv3___RNAseq.g50090.t1,1972,1852,789,1632,2069,1868,474,603,1301,1233,2224,2358
Montipora_capitata_HIv3___RNAseq.g50091.t1,682,369,400,518,594,610,311,315,190,414,331,616
Montipora_capitata_HIv3___RNAseq.g50096.t1,1058,726,333,628,995,1045,95,372,462,502,1195,1209
Montipora_capitata_HIv3___RNAseq.g50092.t1,297,351,351,459,315,321,117,135,183,331,297,350
Montipora_capitata_HIv3___RNAseq.g50093.t1,2236,2218,771,1541,2588,2608,918,3039,1626,2092,3198,3631
Montipora_capitata_HIv3___RNAseq.g50094.t1,113,97,64,70,227,146,18,61,135,78,90,183
Montipora_capitata_HIv3___RNAseq.g50095.t1,78,79,26,64,98,102,10,123,84,57,61,137
Montipora_capitata_HIv3___RNAseq.g50100.t1,13,12,0,18,18,6,0,0,0,26,8,30
Montipora_capitata_HIv3___RNAseq.g50103.t1,0,0,0,0,0,0,0,0,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g50102.t1,0,0,13,0,3,0,0,14,2,0,0,5
Montipora_capitata_HIv3___RNAseq.g50101.t1,77,57,45,223,61,21,96,49,0,25,5,140
Montipora_capitata_HIv3___RNAseq.g50097.t1,2463,2165,2916,2934,2193,2308,1259,1044,1269,2601,1344,3012
Montipora_capitata_HIv3___RNAseq.g50098.t1,391,400,172,274,431,482,175,162,381,205,378,604
Montipora_capitata_HIv3___RNAseq.g50099.t1,620,361,1089,617,156,393,465,206,129,745,86,272
Montipora_capitata_HIv3___RNAseq.g50104.t1,314,155,219,304,97,134,146,33,81,285,87,286
Montipora_capitata_HIv3___RNAseq.g50105.t1,296,148,200,268,101,130,120,33,77,270,91,272
Montipora_capitata_HIv3___TS.g4478.t1,1518,1394,1312,1453,1349,1375,581,942,906,1720,1104,2204
Montipora_capitata_HIv3___RNAseq.g50110.t1,345,444,199,468,384,228,91,76,383,418,528,692
Montipora_capitata_HIv3___RNAseq.g50115.t1,53,70,35,24,67,52,6,71,48,62,44,42
Montipora_capitata_HIv3___RNAseq.g50116.t1,804,629,640,1055,584,787,280,365,483,908,589,1002
Montipora_capitata_HIv3___TS.g4480.t1,0,1,0,0,0,3,0,0,1,2,1,4
Montipora_capitata_HIv3___RNAseq.g50107.t1,147,102,182,154,81,85,38,18,47,77,39,198
Montipora_capitata_HIv3___RNAseq.g50109.t1,12625,13315,8508,17885,16258,14753,2891,2624,8128,15360,13039,24670
Montipora_capitata_HIv3___TS.g4483.t2,1620,1489,1265,2145,1998,1780,605,557,1272,1687,1781,2861
Montipora_capitata_HIv3___TS.g4484.t1,345,328,235,176,347,192,114,169,198,220,288,409
Montipora_capitata_HIv3___TS.g4485.t1,355,340,270,458,359,396,91,73,195,304,368,593
Montipora_capitata_HIv3___TS.g4486.t1,126,141,148,105,134,76,80,161,101,131,134,199
Montipora_capitata_HIv3___RNAseq.g50122.t1,4,16,4,8,21,5,4,0,32,38,3,26
Montipora_capitata_HIv3___RNAseq.g50117.t1,1050,977,725,1016,914,843,350,2502,911,710,1051,1351
Montipora_capitata_HIv3___RNAseq.g50118.t1,769,690,481,910,919,925,402,817,660,727,778,1191
Montipora_capitata_HIv3___RNAseq.g50119.t1a,437,268,262,291,227,234,116,686,219,269,486,386
Montipora_capitata_HIv3___RNAseq.g50119.t1b,40,31,15,18,11,35,18,45,0,25,0,44
Montipora_capitata_HIv3___RNAseq.g50120.t1,431,395,218,236,282,300,213,270,324,469,274,442
Montipora_capitata_HIv3___RNAseq.g50121.t1b,0,21,0,78,37,38,0,0,26,46,31,68
Montipora_capitata_HIv3___RNAseq.g50121.t1a,2439,2219,1908,3570,2182,2451,1022,1465,1870,2542,2578,4006
Montipora_capitata_HIv3___RNAseq.g50123.t1,1055,741,501,471,614,874,180,375,287,1155,632,1052
Montipora_capitata_HIv3___RNAseq.g50127.t1,33,13,0,0,19,13,0,0,0,13,0,4
Montipora_capitata_HIv3___TS.g4499.t1,57,72,51,7,79,75,34,23,26,206,0,119
Montipora_capitata_HIv3___RNAseq.g50124.t1,1198,842,488,1136,1236,1095,234,561,728,982,1019,1473
Montipora_capitata_HIv3___TS.g4497.t1,1473,1341,1102,1725,1142,997,627,639,847,1555,1239,2182
Montipora_capitata_HIv3___RNAseq.g50128.t1,1388,1167,484,828,1515,1299,398,918,1408,990,1620,1709
Montipora_capitata_HIv3___TS.g4501.t1,228,236,50,122,219,162,18,106,94,127,376,270
Montipora_capitata_HIv3___RNAseq.g50130.t1,8732,8691,11822,24251,7883,7533,4401,1477,6719,13529,4346,15715
Montipora_capitata_HIv3___RNAseq.g50131.t1,228,241,141,120,222,156,37,31,143,103,196,274
Montipora_capitata_HIv3___TS.g4504.t1,3038,3065,1888,4421,3283,3173,721,4149,2190,3053,3246,4462
Montipora_capitata_HIv3___RNAseq.g50134.t1,361,151,298,269,172,213,73,34,132,315,196,299
Montipora_capitata_HIv3___RNAseq.g50135.t1,2305,1922,1659,2603,2160,2217,597,490,1518,1955,2316,3036
Montipora_capitata_HIv3___RNAseq.g50139.t1,418,466,406,814,288,421,209,235,396,432,396,513
